question,question_id,category,release,paper_correct,baseline_correct,paper_prediction,baseline_prediction,expected,paper_index
Which reference point replaces the Gz reference point within the common charging architecture? [3GPP Release 18],question 4759,Standards specifications,18,False,True,Option 3,option 5,option 5,844
What does a UE monitor for detection of DCI format 0_0 or DCI format 1_0 with CRC scrambled by C-RNTI for scheduling respective PUSCH transmissions or PDSCH receptions? [3GPP Release 17],question 4762,Standards specifications,17,False,False,Option 1,option 5,option 4,845
What do radiated performance requirements specify for the SAN type 1-O? [3GPP Release 18],question 4767,Standards specifications,18,True,True,Option 1,option 1,option 1,846
"Which transmission mode does the RLC sublayer use for SRB0, paging, and broadcast system information? [3GPP Release 18]",question 4770,Standards specifications,18,False,True,Option 2,option 1,option 1,847
What is the uplink transmission scheme used for FDD and TDD? [3GPP Release 17],question 4784,Standards specifications,17,True,False,Option 4,option 3,option 4,848
"In network interconnection and protocol interworking, which cases require the use of MPS? [3GPP Release 18]",question 4785,Standards specifications,18,True,True,Option 1,option 1,option 1,849
What is the purpose of UE adaptation to BWP switching? [3GPP Release 16],question 4789,Standards specifications,16,True,True,Option 4,option 4,option 4,850
What is included in the cancellation of a PUSCH transmission for a serving cell? [3GPP Release 17],question 4803,Standards specifications,17,False,False,Option 3,option 4,option 1,851
What is the purpose of the Network notification objective introduced by MUSIM for LTE/NR? [3GPP Release 17],question 4812,Standards overview,17,False,False,Option 2,option 2,option 4,852
What entity can be used for inference in the MDA process? [3GPP Release 17],question 4813,Standards specifications,17,True,True,Option 5,option 5,option 5,853
Which identity is used for identification of Broadcast and System Information in the downlink? [3GPP Release 17],question 4817,Standards specifications,17,True,True,Option 4,option 4,option 4,854
What is the purpose of the Traffic management requirements in the application layer architecture? [3GPP Release 18],question 4821,Standards specifications,18,False,True,Option 1,option 2,option 2,855
What does the Closed loop SLS Assurance solution in TS 28.535 and TS 28.536 provide? [3GPP Release 17],question 4834,Standards overview,17,True,True,Option 1,option 1,option 1,856
Is it possible for more than one LCS client to activate requests for the same target UE? [3GPP Release 17],question 4837,Standards specifications,17,True,False,Option 5,option 2,option 5,857
What is the distribution of the shadow fading? [3GPP Release 17],question 4840,Standards specifications,17,True,True,Option 3,option 3,option 3,858
What is the purpose of the Session-AMBR? [3GPP Release 18],question 4850,Standards specifications,18,False,True,Option 4,option 3,option 3,859
What does the TSCTSF do if a PTP instance does not exist for a matching PTP instance configuration? [3GPP Release 18],question 4856,Standards specifications,18,True,True,Option 3,option 3,option 3,860
Which services can support Data Collection Coordination and Delivery? [3GPP Release 18],question 4864,Standards specifications,18,True,True,Option 5,option 5,option 5,861
When is the SDT procedure initiated? [3GPP Release 18],question 4871,Standards specifications,18,True,True,Option 5,option 5,option 5,862
What type of uncertainty assessment is performed for the measurement uncertainty budget of UE RF testing methodology? [3GPP Release 18],question 4873,Standards specifications,18,True,True,Option 3,option 3,option 3,863
Which of the following is NOT supported by PDCP packet duplication? [3GPP Release 15],question 4881,Standards overview,15,False,False,Option 1,option 1,option 3,864
What is the role of Management Data Analytics Service (MDAS) in the MDA? [3GPP Release 17],question 4893,Standards specifications,17,False,False,Option 2,option 2,option 1,865
Which uncertainty element is applicable to the CFFdeltaNF methodology? [3GPP Release 18],question 4903,Standards specifications,18,False,True,Option 3,option 5,option 5,866
What options are available for deploying non-public networks? [3GPP Release 17],question 4906,Standards specifications,17,True,True,Option 4,option 4,option 4,867
When should a UE adjust the contention window size and the backoff counter for Type 1 channel access procedures? [3GPP Release 17],question 4908,Standards specifications,17,True,True,Option 2,option 2,option 2,868
Which entity takes precedence in determining the User Plane Security Policy? [3GPP Release 18],question 4918,Standards specifications,18,False,False,Option 1,option 1,option 4,869
What does the SDP attribute 'ccc_list' allow for? [3GPP Release 14],question 4921,Standards specifications,14,True,True,Option 1,option 1,option 1,870
What is the capability of the 5G system regarding an indirect network connection when the UE is in E-UTRAN or NG-RAN coverage? [3GPP Release 17],question 4924,Standards specifications,17,True,True,Option 4,option 4,option 4,871
Which delivery option(s) are available in Data Delivery via the DCCF or NWDAF? [3GPP Release 18],question 4931,Standards specifications,18,False,False,Option 3,option 3,option 1,872
Which physical channel carries data from a UE for sidelink communication and V2X sidelink communication? [3GPP Release 17],question 4933,Standards specifications,17,True,True,Option 4,option 4,option 4,873
What does NWDAF provide to consumer NF or OAM based on the collected network data? [3GPP Release 18],question 4946,Standards specifications,18,False,False,Option 2,option 2,option 5,874
What does DNN stand for in the 5G System? [3GPP Release 18],question 4955,Standards specifications,18,True,True,Option 5,option 5,option 5,875
What is the role of mapping rules in the QoS architecture? [3GPP Release 18],question 4957,Standards specifications,18,True,True,Option 1,option 1,option 1,876
What is the behavior of a mobile station in the MM IDLE state with service state NO IMSI? [3GPP Release 18],question 4958,Standards specifications,18,False,False,Option 4,option 4,option 2,877
What is the function of the Gateway GPRS Support Node (GGSN)? [3GPP Release 17],question 4959,Standards specifications,17,True,True,Option 1,option 1,option 1,878
What is the purpose of the uplink buffer status reports (BSR)? [3GPP Release 18],question 4972,Standards specifications,18,True,True,Option 1,option 1,option 1,879
Where can additional information about the regional provision of service be found? [3GPP Release 18],question 4977,Standards specifications,18,True,True,Option 4,option 4,option 4,880
Which interface is not required in the roaming architecture for interworking between 5GS and EPC? [3GPP Release 18],question 4981,Standards specifications,18,True,True,Option 2,option 2,option 2,881
What is the minimum requirement for OTA occupied bandwidth for each carrier? [3GPP Release 18],question 4992,Standards specifications,18,False,False,Option 1,option 3,option 2,882
What is the purpose of mutual ranging in the 5G system? [3GPP Release 17],question 5001,Standards specifications,17,True,True,Option 4,option 4,option 4,883
Which state exists when the network has received an answer but the network has not yet awarded the call? [3GPP Release 18],question 5003,Standards specifications,18,False,False,Option 2,option 2,option 1,884
What is the purpose of charging data correlation? [3GPP Release 18],question 5008,Standards specifications,18,True,True,Option 4,option 4,option 4,885
Which entity is responsible for providing the Candidate-UE filtering policy to the AF? [3GPP Release 18],question 5010,Standards specifications,18,True,True,Option 3,option 3,option 3,886
How can UE power saving be achieved in RRC_IDLE/RRC_INACTIVE? [3GPP Release 17],question 5034,Standards specifications,17,False,False,Option 3,option 3,option 2,887
Which measurements are performed for intra- and inter-frequency handover? [3GPP Release 17],question 5056,Standards specifications,17,False,False,Option 4,option 4,option 2,888
What is the key functionality introduced for scheduling enhancements in the 5G Core network? [3GPP Release 16],question 5060,Standards overview,16,True,True,Option 4,option 4,option 4,889
What 5G system feature allows utilization of new functionalities provided by the 5G-CN using the LTE radio interface? [3GPP Release 18],question 5062,Standards specifications,18,True,True,Option 2,option 2,option 2,890
What is handed over to the target RAT in handover with SRVCC operation? [3GPP Release 18],question 5065,Standards specifications,18,True,True,Option 5,option 5,option 5,891
In what market sector are 3GPP networks expected to become an important tool? [3GPP Release 17],question 5067,Standards specifications,17,False,False,Option 4,option 5,option 2,892
What is the purpose of EXT_UED? [3GPP Release 14],question 5075,Standards specifications,14,True,True,Option 5,option 5,option 5,893
What is the purpose of the Permanent Equipment Identifier (PEI)? [3GPP Release 18],question 5079,Standards specifications,18,False,True,Option 4,option 5,option 5,894
What is the purpose of the NWDAF discovery and selection process? [3GPP Release 18],question 5083,Standards specifications,18,True,True,Option 3,option 3,option 3,895
What identifiers can be used by the LCS client to identify a target UE for value-added services? [3GPP Release 17],question 5084,Standards specifications,17,True,True,Option 5,option 5,option 5,896
What does NEF translate into a SUPI or Internal-Group-Id? [3GPP Release 18],question 5085,Standards specifications,18,True,True,Option 2,option 2,option 2,897
Which of the following is true about cell reselection between NR RRC_IDLE and E-UTRA RRC_IDLE? [3GPP Release 17],question 5087,Standards specifications,17,False,False,Option 1,option 1,option 3,898
What message does the UE respond with after receiving the RRCSetup message? [3GPP Release 17],question 5091,Standards specifications,17,False,False,Option 1,option 1,option 3,899
What is AKMA in the context of 5G security? [3GPP Release 17],question 5108,Standards overview,17,False,False,Option 4,option 4,option 2,900
Which interface is used for inter-eNB control plane signaling in Dual Connectivity? [3GPP Release 17],question 5112,Standards specifications,17,True,True,Option 1,option 1,option 1,901
How is notification of SC-MCCH change indicated in NB-IoT? [3GPP Release 14],question 5114,Standards overview,14,True,True,Option 3,option 3,option 3,902
What is the purpose of collecting and processing charging data in the serving network? [3GPP Release 18],question 5128,Standards specifications,18,True,True,Option 4,option 4,option 4,903
What is the purpose of steering of roaming for a multi-mode terminal? [3GPP Release 18],question 5129,Standards specifications,18,True,False,Option 3,option 5,option 3,904
What does the SMF do before retrieving PFDs from the NEF (PFDF)? [3GPP Release 18],question 5135,Standards specifications,18,False,False,Option 4,option 3,option 2,905
What is the main service and function of the SDAP sublayer? [3GPP Release 18],question 5145,Standards specifications,18,True,True,Option 4,option 4,option 4,906
During which network life cycle phase do mobile network operators compare network elements from various vendors for EE? [3GPP Release 18],question 5150,Standards specifications,18,True,True,Option 1,option 1,option 1,907
What does redundant transmission at the transport layer in URLLC require? [3GPP Release 18],question 5151,Standards specifications,18,True,True,Option 3,option 3,option 3,908
Which interface is used to carry packet data transmission and mobility management between the SGSN and BSS? [3GPP Release 17],question 5155,Standards specifications,17,True,True,Option 3,option 3,option 3,909
What are the main functionalities of the Enhancement of support for Edge Computing feature in the 5G Core network? [3GPP Release 17],question 5156,Standards overview,17,True,True,Option 1,option 1,option 1,910
What is the purpose of DNN based congestion control? [3GPP Release 18],question 5162,Standards specifications,18,True,True,Option 1,option 1,option 1,911
What are the abilities provided by subscription-related priority mechanisms? [3GPP Release 18],question 5165,Standards specifications,18,False,True,Option 5,option 1,option 1,912
Which reference signals can be used for NR carrier phase positioning? [3GPP Release 18],question 5174,Standards specifications,18,True,True,Option 2,option 2,option 2,913
What is expected in terms of unauthorized UEs accessing non-public networks? [3GPP Release 17],question 5183,Standards specifications,17,False,True,Option 1,option 2,option 2,914
What was the initial purpose of 3GPP Public Warning Systems specified in Release 8? [3GPP Release 16],question 5195,Standards overview,16,True,True,Option 5,option 5,option 5,915
What is the conclusion regarding PRS/SRS bandwidth aggregation for intra-band contiguous carriers? [3GPP Release 18],question 5197,Standards specifications,18,True,True,Option 2,option 2,option 2,916
What security mechanism is used for securing the V3 interface between the UE and the V2X Control Function? [3GPP Release 14],question 5198,Standards overview,14,False,True,Option 1,option 3,option 3,917
Who can the AF belong to? [3GPP Release 18],question 5204,Standards specifications,18,True,True,Option 3,option 3,option 3,918
What does CFI stand for in the context of LTE_HRLLC? [3GPP Release 18],question 5210,Standards specifications,18,False,True,Option 1,option 3,option 3,919
"What is the meaning of the tag 'Otherwise, the field is absent, Need R'? [3GPP Release 17]",question 5219,Standards specifications,17,False,True,Option 1,option 2,option 2,920
What is the role of AnLF in analytics accuracy monitoring? [3GPP Release 18],question 5228,Standards specifications,18,True,True,Option 3,option 3,option 3,921
What is the time-domain structure of an SS/PBCH block? [3GPP Release 17],question 5232,Standards specifications,17,True,True,Option 1,option 1,option 1,922
What control does the UE subscriber have over privacy for value-added services? [3GPP Release 17],question 5244,Standards specifications,17,False,False,Option 2,option 2,option 3,923
Which type of PRAs information is provisioned by the PCRF/OCS to the MME each time the IP-CAN session is established? [3GPP Release 14],question 5246,Standards specifications,14,True,False,Option 1,option 3,option 1,924
What does the NWDAF provide in the response or notification on 'QoS Sustainability'? [3GPP Release 18],question 5247,Standards specifications,18,False,False,Option 5,option 5,option 3,925
What does the UE CONTEXT MODIFICATION REQUEST message include in the intra-CU topology adaptation procedure in SA? [3GPP Release 17],question 5255,Standards specifications,17,False,False,Option 2,option 5,option 1,926
What is UE-Assisted Location Calculation based upon? [3GPP Release 17],question 5259,Standards specifications,17,True,True,Option 4,option 4,option 4,927
What is the mapping process for non-interleaved VRB-to-PRB mapping? [3GPP Release 17],question 5262,Standards specifications,17,True,True,Option 1,option 1,option 1,928
What does Invocation-to-Release Priority Treatment include? [3GPP Release 18],question 5264,Standards specifications,18,True,True,Option 3,option 3,option 3,929
What does MnS component type B refer to? [3GPP Release 17],question 5275,Standards specifications,17,True,True,Option 3,option 3,option 3,930
What is the purpose of charging data transfer in converged charging? [3GPP Release 18],question 5282,Standards specifications,18,True,True,Option 4,option 4,option 4,931
What information is included in the request for PDU Session traffic analytics? [3GPP Release 18],question 5317,Standards specifications,18,True,True,Option 4,option 4,option 4,932
What is the purpose of the enhancement of the 3GPP management system? [3GPP Release 16],question 5318,Standards overview,16,False,False,Option 5,option 3,option 4,933
What are the physical layer signals used for RAT-dependent positioning solutions in NR? [3GPP Release 16],question 5320,Standards overview,16,True,False,Option 2,option 1,option 2,934
What does the UE assume about the DL PRS from the serving cell? [3GPP Release 17],question 5325,Standards specifications,17,False,False,Option 1,option 1,option 2,935
What happens when an IP packet arrives at the UPF for a UE that is CM-IDLE? [3GPP Release 18],question 5329,Standards specifications,18,True,True,Option 3,option 3,option 3,936
What are the three factors that govern the PDCCH monitoring activity of the UE in RRC connected mode? [3GPP Release 18],question 5341,Standards specifications,18,True,True,Option 1,option 1,option 1,937
What is the purpose of the enhancements for high capacity stationary wireless link and introduction of 1024 QAM for LTE DL? [3GPP Release 15],question 5359,Standards overview,15,True,True,Option 2,option 2,option 2,938
What are the key principles of user plane handling for inter-System data forwarding from 5GS to EPS? [3GPP Release 17],question 5369,Standards specifications,17,True,False,Option 3,option 1,option 3,939
What is the purpose of network exposure to the Edge Application Server (EAS)? [3GPP Release 18],question 5370,Standards specifications,18,True,True,Option 2,option 2,option 2,940
Where is the PCI Optimization Function specified? [3GPP Release 17],question 5379,Standards specifications,17,False,False,Option 4,option 2,option 3,941
Which component provides the Nudr_DM_Query response? [3GPP Release 18],question 5380,Standards specifications,18,True,True,Option 3,option 3,option 3,942
Which work item specifies the use cases and requirements for management of measurements for cross-operator accounting? [3GPP Release 14],question 5387,Standards specifications,14,False,True,Option 1,option 4,option 4,943
What are the key features for LTE to provide voice service over 2/3G CS domain? [3GPP Release 14],question 5389,Standards overview,14,True,True,Option 5,option 5,option 5,944
What is used for power control in sidelink? [3GPP Release 17],question 5392,Standards specifications,17,False,False,Option 2,option 2,option 4,945
What are the main services and functions of the RRC sublayer over the Uu interface? [3GPP Release 18],question 5409,Standards specifications,18,True,True,Option 5,option 5,option 5,946
What is the purpose of the X2 interface in Dual Connectivity? [3GPP Release 17],question 5416,Standards specifications,17,False,False,Option 2,option 2,option 1,947
What is the purpose of the HandoverCommand message? [3GPP Release 17],question 5420,Standards specifications,17,True,True,Option 2,option 2,option 2,948
What is slice specific RACH configuration? [3GPP Release 17],question 5427,Standards overview,17,True,True,Option 2,option 2,option 2,949
What does the NAS-SM support in the control plane between the UE and the SMF? [3GPP Release 18],question 5435,Standards specifications,18,True,True,Option 1,option 1,option 1,950
Which state exists when the mobile station has received an indication that remote user alerting has been initiated? [3GPP Release 18],question 5445,Standards specifications,18,False,False,Option 3,option 3,option 1,951
What is the term for the interference between UL and DL transmissions in different cells due to atmospheric ducting? [3GPP Release 18],question 5451,Standards specifications,18,False,True,Option 1,option 4,option 4,952
Which legacy protocols can be used for the interfaces between SMSF/UDM and SMS-GMSC/SMS-IWMSC/IP-SM-GW/SMS Router? [3GPP Release 18],question 5452,Standards specifications,18,True,True,Option 3,option 3,option 3,953
What is the maximum value for the false alarm probability for NPRACH detection? [3GPP Release 18],question 5454,Standards specifications,18,True,True,Option 1,option 1,option 1,954
What does reliability measure in positioning requests? [3GPP Release 17],question 5458,Standards specifications,17,True,True,Option 3,option 3,option 3,955
How many user priority levels are supported by the 3GPP network? [3GPP Release 18],question 5459,Standards specifications,18,False,True,Option 5,option 3,option 3,956
What does NF stand for in the context of 5G architecture? [3GPP Release 18],question 5462,Standards specifications,18,True,True,Option 2,option 2,option 2,957
What is the reference point for measurement of EVM? [3GPP Release 18],question 5463,Standards specifications,18,False,True,Option 3,option 2,option 2,958
How long can the SDT procedure last? [3GPP Release 18],question 5467,Standards specifications,18,True,True,Option 3,option 3,option 3,959
What happens when a remote non-PLMN user initiates call rearrangements? [3GPP Release 18],question 5476,Standards specifications,18,True,True,Option 2,option 2,option 2,960
What is the function of an eNodeB? [3GPP Release 17],question 5477,Standards specifications,17,True,True,Option 4,option 4,option 4,961
What is the purpose of the N4 Session Establishment procedure? [3GPP Release 18],question 5485,Standards specifications,18,False,True,Option 1,option 2,option 2,962
Which modulation scheme is used for the single codeword on the Physical Sidelink Broadcast Channel (PSBCH)? [3GPP Release 17],question 5486,Standards specifications,17,True,True,Option 5,option 5,option 5,963
What information is broadcasted in the system information for slice aware cell reselection? [3GPP Release 17],question 5490,Standards overview,17,False,True,Option 1,option 2,option 2,964
What capability should the 5G system provide for a UE to assist another UE in ranging of a third UE? [3GPP Release 17],question 5491,Standards specifications,17,True,False,Option 3,option 2,option 3,965
How is the recommended bitrate conveyed from the eNB to the UE? [3GPP Release 14],question 5493,Standards overview,14,False,True,Option 1,option 3,option 3,966
What is the symbol duration determined by a UE for PDCCH monitoring? [3GPP Release 17],question 5496,Standards specifications,17,False,False,Option 2,option 2,option 1,967
What is the purpose of the IMS Multimedia Telephony service? [3GPP Release 17],question 5502,Standards specifications,17,True,True,Option 1,option 1,option 1,968
How many consecutive sub-carriers form a Physical Resource Block (PRB)? [3GPP Release 17],question 5518,Standards specifications,17,False,True,Option 12,option 4,option 4,969
Which types of emergency calls are possible? [3GPP Release 18],question 5531,Standards specifications,18,True,True,Option 5,option 5,option 5,970
Which synchronization signals does a UE receive to perform cell search? [3GPP Release 17],question 5542,Standards specifications,17,True,True,Option 3,option 3,option 3,971
What should be supported for end-to-end codec negotiation? [3GPP Release 17],question 5547,Standards specifications,17,False,True,Option 1,option 4,option 4,972
Which document specifies the system procedures for EPS? [3GPP Release 16],question 5548,Standards overview,16,True,True,Option 2,option 2,option 2,973
What is the size of a PDCP SDU in E-UTRA? [3GPP Release 16],question 5551,Standards overview,16,True,False,Option 1,option 2,option 1,974
When is priority treatment applied in MPS? [3GPP Release 18],question 5557,Standards specifications,18,True,True,Option 2,option 2,option 2,975
What accuracy of relative lateral positioning does the 3GPP system support according to requirement R.5.1-007? [3GPP Release 17],question 5581,Standards specifications,17,False,False,Option 2,option 2,option 1,976
What happens when a gNB intends to transmit a transmission(s) on a set of channels at the same time? [3GPP Release 17],question 5582,Standards specifications,17,True,True,Option 4,option 4,option 4,977
What is the purpose of the Nadrf_MLModelManagement_StorageRequest service operation? [3GPP Release 18],question 5592,Standards specifications,18,True,True,Option 1,option 1,option 1,978
What is supported for handover between gNB and ng-eNB? [3GPP Release 18],question 5601,Standards specifications,18,False,False,Option 5,option 5,option 3,979
"Which layer of NR is split into sublayers such as MAC, RLC, PDCP, and SDAP? [3GPP Release 17]",question 5606,Standards specifications,17,True,True,Option 2,option 2,option 2,980
What is the measurement period for EVM in E-UTRA? [3GPP Release 18],question 5607,Standards specifications,18,False,True,Option 2,option 1,option 1,981
"Besides the short service definition and description of normal operation, what other information is provided for each supplementary service? [3GPP Release 17]",question 5608,Standards specifications,17,False,True,Option 1,option 4,option 4,982
What is the purpose of the Physical Downlink Shared Channel (PDSCH)? [3GPP Release 18],question 5611,Standards specifications,18,True,True,Option 1,option 1,option 1,983
Will the UE configuration of enabled/disabled radio technologies remain the same after a power-cycle or when the USIM is disabled? [3GPP Release 18],question 5613,Standards specifications,18,False,True,Option 2,option 1,option 1,984
What is the purpose of the spatial filter in generating TDL channel models? [3GPP Release 17],question 5614,Standards specifications,17,False,False,Option 2,option 2,option 4,985
How many consecutive sub-carriers correspond to one uplink resource block? [3GPP Release 17],question 5620,Standards specifications,17,True,True,Option 4,option 4,option 4,986
What is the total layer 2 buffer size for NR SL? [3GPP Release 17],question 5624,Standards specifications,17,False,True,Option 4,option 1,option 1,987
Which sectors or industries can use the 5G system? [3GPP Release 15],question 5625,Standards overview,15,True,True,Option 5,option 5,option 5,988
What is the purpose of the HSNA Slot Configuration List in gNB-DU Cell Resource Configuration? [3GPP Release 17],question 5630,Standards specifications,17,True,True,Option 1,option 1,option 1,989
What modulation schemes are supported for the PUCCH format 1? [3GPP Release 17],question 5632,Standards specifications,17,True,True,Option 1,option 1,option 1,990
What is the purpose of Federated Learning (FL) in the NWDAF? [3GPP Release 18],question 5638,Standards specifications,18,False,False,Option 4,option 4,option 3,991
Which release of the 3GPP system contains substantial enhancements for delivering TV services? [3GPP Release 17],question 5644,Standards specifications,17,True,True,Option 1,option 1,option 1,992
What are the steps needed to generate TDL models? [3GPP Release 17],question 5650,Standards specifications,17,False,False,Option 4,option 4,option 1,993
"In the context of cell status and cell reservations, what does the field 'cellBarred' indicate? [3GPP Release 17]",question 5655,Standards specifications,17,False,True,Option 1,option 3,option 3,994
What does a UE prepends to an information field in a DCI format if its size is smaller than required? [3GPP Release 17],question 5657,Standards specifications,17,True,True,Option 1,option 1,option 1,995
What is the purpose of the Multi-device and Multi-Identity feature in the IMS Multimedia Telephony service? [3GPP Release 17],question 5664,Standards specifications,17,True,True,Option 1,option 1,option 1,996
What is provisioning in the context of the Target UE? [3GPP Release 17],question 5669,Standards specifications,17,False,True,Option 3,option 5,option 5,997
What does the gNB do with the UE UTRA-FDD capabilities? [3GPP Release 18],question 5675,Standards specifications,18,False,False,Option 1,option 1,option 5,998
What is the purpose of steering of access in the Evolved Packet System? [3GPP Release 17],question 5681,Standards specifications,17,False,False,Option 4,option 4,option 5,999
What is the impact of voice call continuity on the quality of the voice service? [3GPP Release 18],question 5684,Standards specifications,18,False,True,Option 2,option 3,option 3,1000
When are channel access procedures applied? [3GPP Release 17],question 5686,Standards specifications,17,True,True,Option 1,option 1,option 1,1001
For which operation does the requirement for spurious emissions apply? [3GPP Release 18],question 5694,Standards specifications,18,True,True,Option 1,option 1,option 1,1002
What additional information is reported to the NAS if the UE supports E-UTRA connected to 5GC? [3GPP Release 17],question 5697,Standards specifications,17,False,False,Option 1,option 2,option 3,1003
What can the AMF do if it accepts the Paging Restriction Information requested by the UE? [3GPP Release 18],question 5698,Standards specifications,18,True,True,Option 1,option 1,option 1,1004
How can analytics be exchanged between HPLMN and VPLMN in the roaming architecture? [3GPP Release 18],question 5706,Standards specifications,18,True,True,Option 2,option 2,option 2,1005
What is the purpose of UL asynchronous HARQ transmission in the LTE network? [3GPP Release 14],question 5719,Standards overview,14,True,True,Option 3,option 3,option 3,1006
What action should the UE take if a cell is indicated as 'barred' for cell selection/reselection? [3GPP Release 17],question 5725,Standards specifications,17,False,False,Option 1,option 1,option 5,1007
What type of transmissions are defined for ProSe Direct Discovery and ProSe Direct Communication between UEs? [3GPP Release 17],question 5727,Standards specifications,17,True,True,Option 3,option 3,option 3,1008
Which scenario is intended to capture various typical indoor deployment scenarios including office environments and shopping malls? [3GPP Release 17],question 5729,Standards specifications,17,True,True,Option 3,option 3,option 3,1009
What is the purpose of the NR Coverage and Capacity Optimization (CCO) function? [3GPP Release 17],question 5736,Standards overview,17,True,True,Option 1,option 1,option 1,1010
"How many energy saving states can cells, network elements, and network functions be in? [3GPP Release 18]",question 5739,Standards specifications,18,False,True,Option 3,option 2,option 2,1011
What is the optional output for the Ndccf_ContextManagement_Deregister service operation? [3GPP Release 18],question 5750,Standards specifications,18,False,True,Option 1,option 4,option 4,1012
When does the L-PSA UPF send the Nupf_EventExposure_Notify? [3GPP Release 18],question 5752,Standards specifications,18,True,True,Option 3,option 3,option 3,1013
What does Layer 3 filtering apply to in CLI measurement results? [3GPP Release 18],question 5753,Standards specifications,18,True,True,Option 5,option 5,option 5,1014
What is the purpose of the PUCCH transmission with a link recovery request (LRR)? [3GPP Release 17],question 5760,Standards specifications,17,True,True,Option 1,option 1,option 1,1015
What is EN-DC in the context of 5G? [3GPP Release 15],question 5787,Standards overview,15,False,True,Option 4,option 2,option 2,1016
What does Dual Connectivity allow the Master RAN Node to do? [3GPP Release 18],question 5788,Standards specifications,18,False,True,Option 5,option 1,option 1,1017
Which access class value is assigned to Multimedia Priority Service? [3GPP Release 18],question 5791,Standards specifications,18,False,False,Option 12,option 11,option 5,1018
Which of the following network functions is responsible for session management? [3GPP Release 18],question 5794,Standards specifications,18,True,True,Option 2,option 2,option 2,1019
Which test method uses the fixed TPMI index for EIRP measurement? [3GPP Release 18],question 5797,Standards specifications,18,False,False,Option 1,option 1,option 5,1020
When is PSCell information reported by the NG-RAN? [3GPP Release 18],question 5802,Standards specifications,18,False,False,Option 3,option 3,option 1,1021
What does the SN-DU send to the SN-CU after receiving the UE CONTEXT SETUP REQUEST message? [3GPP Release 17],question 5804,Standards specifications,17,True,True,Option 5,option 5,option 5,1022
"What do the angles bearing, downtilt, and slant represent? [3GPP Release 18]",question 5810,Standards specifications,18,False,False,Option 4,option 4,option 1,1023
What is the maximum data channel bandwidth supported in CE modes A and B in DL? [3GPP Release 14],question 5819,Standards overview,14,True,False,Option 4,option 2,option 4,1024
What is the minimum number of grid points required for the TRP Measurement Grid with constant density? [3GPP Release 18],question 5821,Standards specifications,18,True,False,Option 3,option 1,option 3,1025
What information does the Home Subscriber Server (HSS) hold? [3GPP Release 17],question 5825,Standards specifications,17,True,True,Option 5,option 5,option 5,1026
What happens when an MPS session request cannot be immediately processed in the originating network? [3GPP Release 18],question 5826,Standards specifications,18,True,True,Option 3,option 3,option 3,1027
What does redundant transmission on N3/N9 interfaces in URLLC aim to enhance? [3GPP Release 18],question 5827,Standards specifications,18,False,False,Option 1,option 5,option 2,1028
What are the power components recommended to be considered for RRM measurement power saving evaluation in the IDLE/INACTIVE state? [3GPP Release 16],question 5832,Standards specifications,16,False,False,Option 5,option 3,option 1,1029
What is the purpose of the IAB-node in the integrated access and backhaul (IAB) architecture? [3GPP Release 18],question 5834,Standards specifications,18,True,True,Option 1,option 1,option 1,1030
How are EE KPIs for network elements expressed? [3GPP Release 18],question 5835,Standards specifications,18,False,True,Option 4,option 1,option 1,1031
What is the role of mapping rules in the QoS architecture? [3GPP Release 18],question 5838,Standards specifications,18,True,True,Option 1,option 1,option 1,1032
What is the purpose of the Reliable Data Service (RDS) between UE and SCEF? [3GPP Release 14],question 5840,Standards overview,14,True,True,Option 5,option 5,option 5,1033
What are the three levels of services defined for a UE in Idle mode? [3GPP Release 17],question 5841,Standards specifications,17,False,True,Option 2,option 1,option 1,1034
What is the procedure for notifying a mobile station of an appropriate call-related event during the 'active' state? [3GPP Release 18],question 5847,Standards specifications,18,True,True,Option 4,option 4,option 4,1035
What does the AF request include when invoking the Nnef_DNAIMapping_Subscribe service? [3GPP Release 18],question 5849,Standards specifications,18,True,True,Option 3,option 3,option 3,1036
What is the relative increase in cable loss per meter from 43.5 GHz to 48.2 GHz? [3GPP Release 18],question 5853,Standards specifications,18,False,True,Option 3,option 1,option 1,1037
What determines the starting PRB index of the DL PRS resource? [3GPP Release 17],question 5872,Standards specifications,17,True,True,Option 2,option 2,option 2,1038
What is the expected reliability for remote control for process automation in 5G? [3GPP Release 15],question 5892,Standards overview,15,False,True,Option 4,option 5,option 5,1039
What types of communication can be supported by Indirect 3GPP Communication? [3GPP Release 17],question 5895,Standards specifications,17,True,True,Option 3,option 3,option 3,1040
Which sublayer is responsible for mapping between a QoS flow and a data radio bearer? [3GPP Release 18],question 5896,Standards specifications,18,True,True,Option 4,option 4,option 4,1041
What are the responsibilities of the MSC server and Gateway MSC server in charging? [3GPP Release 18],question 5903,Standards specifications,18,True,True,Option 1,option 1,option 1,1042
What drives the need for secure mechanisms to establish or refresh credentials and subscriptions in IoT devices? [3GPP Release 17],question 5904,Standards specifications,17,False,True,Option 4,option 1,option 1,1043
What is the architecture called when the 5G AN is connected to the 4G Core Network? [3GPP Release 15],question 5909,Standards overview,15,True,True,Option 3,option 3,option 3,1044
What is the purpose of an Application Group ID? [3GPP Release 18],question 5913,Standards specifications,18,False,True,Option 5,option 3,option 3,1045
How many SSB bursts are used for Loop convergence in the CONNECTED state? [3GPP Release 16],question 5915,Standards specifications,16,True,False,Option 2,,option 2,1046
